"5","T","710010172","","","","","","","","","16789.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010173","","","","","","","","","16954.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010174","","","","","","","","","16958.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010175","","","","","","","","","16425.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010176","","","","","","","","","5746.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010180","","","","","","","","","8250.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010181","","","","","","","","","327.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010182","","","","","","","","","414.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","710010183","","","","","","","","","353.00","","","","","","","","","","","","","","","","20260601","","","","","","","","","",""
"5","T","729430000","27","人工内耳用インプラント（電極及び受信－刺激器）・標準型","","","","","","","","","","","","","","1","","","","","","","","","20260601","","","","","","","","","人工内耳用材料・人工内耳用インプラント（電極及び受信－刺激器）・標準型",""
"3","T","750110031","30","人工内耳用インプラント（電極及び受信－刺激器）・長時間稼働型","18","ｼﾞﾝｺｳﾅｲｼﾞﾖｳｲﾝﾌﾟﾗﾝﾄ","0","0","","1","1690000.00","0","0","00","00","0","0","0","0","0","0","0","0","","516500","0","20260601","00000000","99999999","2","90","0","","","","人工内耳用材料・人工内耳用インプラント（電極及び受信－刺激器）・長時間稼働型","000"
"3","T","750110032","20","肝内門脈大循環シャント用ステントグラフト","20","ｶﾝﾅｲﾓﾝﾐｬｸﾀﾞｲｼﾞｭﾝｶﾝｼｬ","0","0","","1","792000.00","0","0","00","00","0","0","0","0","0","0","0","0","","1026050","0","20260601","00000000","99999999","2","241","0","","","","肝内門脈大循環シャント用ステントセット・肝内門脈大循環シャント用ステントグラフト","000"
"3","T","750110033","19","肝内門脈大循環シャント用アクセスセット","20","ｶﾝﾅｲﾓﾝﾐｬｸﾀﾞｲｼﾞｭﾝｶﾝｼｬ","0","0","","1","102000.00","0","0","00","00","0","0","0","0","0","0","0","0","","1026100","0","20260601","00000000","99999999","2","241","0","","","","肝内門脈大循環シャント用ステントセット・肝内門脈大循環シャント用アクセスセット","000"
"3","T","750110034","16","小児注意欠如多動症治療補助アプリ","20","ｼｮｳﾆﾁｭｳｲｹﾂｼﾞｮﾀﾄﾞｳｼｮｳ","0","0","","1","14500.00","0","0","00","00","0","0","0","0","0","0","0","0","","1026150","0","20260601","00000000","99999999","2","242","0","","","","小児注意欠如多動症治療補助アプリ","000"
"3","T","750110035","11","不眠障害治療支援アプリ","20","ﾌﾐﾝｼｮｳｶﾞｲﾁﾘｮｳｼｴﾝｱﾌﾟﾘ","0","0","","1","24100.00","0","0","00","00","0","0","0","0","0","0","0","0","","1026200","0","20260601","00000000","99999999","2","243","0","","","","不眠障害治療支援アプリ","000"
"3","T","750110036","14","シルクエラスチン創傷用シート","18","ｼﾙｸｴﾗｽﾁﾝｿｳｼｮｳﾖｳｼｰﾄ","41","3","ｃｍ２","1","1460.00","0","0","00","00","0","0","0","0","0","0","0","0","","1026250","0","20260601","00000000","99999999","2","244","0","","","","シルクエラスチン創傷用シート","000"
"3","T","750110037","14","ＣＡＤ／ＣＡＭブリッジ用材料","20","CAD/CAMﾌﾞﾘｯｼﾞﾖｳｻﾞｲﾘｮ","10","1","個","1","11700.00","0","0","00","00","0","0","0","0","0","0","0","0","","300184500","0","20260601","00000000","99999999","6","72","0","","","","ＣＡＤ／ＣＡＭブリッジ用材料","000"
