"9","S","111703270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"9","S","111703870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","20260531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","000","0","0","0","0","","","","","","","","","","","","",""
"3","S","111703970","19","特定機能病院等紹介患者受入加算（初診）","20","ﾄｸﾃｲｷﾉｳﾋﾞｮｳｲﾝﾄｳｼｮｳｶｲ","0","0","","3","60.00","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","0","0","1101","9","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","","20260601","99999999","","1","01","000","00","014","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","特定機能病院等紹介患者受入加算（初診）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","0","000","0","0","0","0","","","","","","","","","","","","",""
"3","S","111704070","20","電子的診療情報連携体制整備加算１（初診）","20","ﾃﾞﾝｼﾃｷｼﾝﾘｮｳｼﾞｮｳﾎｳﾚﾝｹ","0","0","","3","15.00","0","0","110","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","A","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","7","7","0","0","4035","0","0","0","0","0","0","0","0","0","0","0","0","A","","20260601","99999999","","1","01","000","00","015","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","電子的診療情報連携体制整備加算１（初診料）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","0","000","0","0","0","0","","","","","","","","","","","","",""
"3","S","111704170","20","電子的診療情報連携体制整備加算２（初診）","20","ﾃﾞﾝｼﾃｷｼﾝﾘｮｳｼﾞｮｳﾎｳﾚﾝｹ","0","0","","3","9.00","0","0","110","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","0.00","0","1","0","1101","A","0","00","00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","7","7","0","0","4035","0","0","0","0","0","0","0","0","0","0","0","0","A","","20260601","99999999","","1","01","000","00","015","0","00","000","00","00","00","00","0","00","00","0","00","00","0","00","00","0","0","電子的診療情報連携体制整備加算２（初診料）","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","000","0","000","0","0","0","0","","","","","","","","","","","","",""
