"5","Y","620002479","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999424DBZZZ","Åyî ÅzÉGÉ^ÉlÉãÉZÉvÉgíçéÀópÇQÇTÇçÇá","2","","",""
"5","Y","620007231","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999424GBZZZ","Åyî ÅzÉGÉ^ÉlÉãÉZÉvÉgíçéÀópÉVÉäÉìÉWÇQÇTÇçÇá","2","","",""
"5","Y","620007460","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","2492414GAZZZ","Åyî ÅzÉCÉìÉXÉäÉìÉäÉXÉvÉçíçéÀópÉyÉìå^ÉLÉbÉgÇRÇOÇOíPà ÅFÇgÇt","2","","",""
"5","Y","620008916","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","2492414AAZZZ","Åyî ÅzÉCÉìÉXÉäÉìÉäÉXÉvÉçíçéÀâtÇPÇOÇOíPà Å^ÇçÇkÅFÇgÇt","2","","",""
"5","Y","621934101","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999424DAZZZ","Åyî ÅzÉGÉ^ÉlÉãÉZÉvÉgíçéÀópÇPÇOÇçÇá","2","","",""
"5","Y","622003901","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999424GDZZZ","Åyî ÅzÉGÉ^ÉlÉãÉZÉvÉgíçéÀópÉVÉäÉìÉWÇTÇOÇçÇá","2","","",""
"5","Y","622007102","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","2439400GAZZZ","Åyî ÅzÉeÉäÉpÉâÉ`ÉhíçéÀópÉLÉbÉgÇUÇOÇOÉ ÇáÅFÇeÇn","2","","",""
"5","Y","622242701","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999424GEZZZ","Åyî ÅzÉGÉ^ÉlÉãÉZÉvÉgíçéÀópÉyÉìå^ÉLÉbÉgÇTÇOÇçÇá","2","","",""
"5","Y","622244501","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GAZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇVÇTÉ Çá","2","","",""
"5","Y","622244601","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GBZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇPÇTÇOÉ Çá","2","","",""
"5","Y","622244701","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GCZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇRÇOÇOÉ Çá","2","","",""
"5","Y","622248501","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GAZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇVÇTÉ Çá","2","","",""
"5","Y","622248601","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GBZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇPÇTÇOÉ Çá","2","","",""
"5","Y","622248701","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3399405GCZZZ","Åyî ÅzÉtÉBÉãÉOÉâÉXÉ`ÉÄíçéÀópÉVÉäÉìÉWÇRÇOÇOÉ Çá","2","","",""
"5","Y","622252701","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","2492415GAZZZ","Åyî ÅzÉCÉìÉXÉäÉìÉAÉXÉpÉãÉgíçéÀópÉyÉìå^ÉLÉbÉgÇRÇOÇOíPà ÅFÇmÇq","2","","",""
"5","Y","622509701","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999426GCZZZ","Åyî ÅzÉAÉ_ÉäÉÄÉ}ÉuíçéÀópÉVÉäÉìÉWÇSÇOÇçÇáÇOÅDÇSÇçÇk","2","","",""
"5","Y","622509801","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999426GGZZZ","Åyî ÅzÉAÉ_ÉäÉÄÉ}ÉuíçéÀópÉVÉäÉìÉWÇWÇOÇçÇá","2","","",""
"5","Y","622608801","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999426GEZZZ","Åyî ÅzÉAÉ_ÉäÉÄÉ}ÉuíçéÀópÉyÉìå^ÉLÉbÉgÇSÇOÇçÇáÇOÅDÇSÇçÇk","2","","",""
"5","Y","622608901","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999426GHZZZ","Åyî ÅzÉAÉ_ÉäÉÄÉ}ÉuíçéÀópÉyÉìå^ÉLÉbÉgÇWÇOÇçÇá","2","","",""
"5","Y","622609001","","","","","","","","","","","","","","","","","","","","","","","","","","","20260601","","","","","","","3999426GAZZZ","Åyî ÅzÉAÉ_ÉäÉÄÉ}ÉuíçéÀópÉVÉäÉìÉWÇQÇOÇçÇáÇOÅDÇQÇçÇk","2","","",""
